"","CODE_MOSAD","KITA","MAKBILA","Lang","English","Math","Tech","dummy_yes_no_website","dummy_dont_know_website","dummy_yes_no_download","dummy_dont_know_download","dummy_yes_no_upload","dummy_dont_know_upload","dummy_yes_no_forum","dummy_dont_know_forum","Love_z","Good_z","Respect_z","Noise_z","Rude_z","Teachers_z","feel_index","behave_index","CODE_MIN","ERETS_LEDA","SHNOT_LIMUD_AV","SHNOT_LIMUD_EM","MISPAR_ACHIM_TSAD_AV_EM","SHNAT_LIMUD","CODE_MACHOZ_GEOGRAFI","CODE_YISHUV","SHLAV_CHINUCH_YESODI","CODE_SUG_CHINUCH","CODE_SUG_MOSAD","CODE_SUG_PIKUACH","CODE_MIGZAR","CODE_SFAT_LIMUDIM","SHNAT_YISUD","CODE_DATI","YESODI","MOSDOT","SES_index","SHNAT_LIMUDIM.y","treat","after","did","TALMIDIM"
"11","D0108756130N0426685366C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461799287322579,0.0828133205756334,0.288047555102681,0.203718485212643,-0.305567646975448,-0.119611603729709,0.272306303949106,0.0166466974025417,0.555555555555556,0.972222222222222,18.0277777777778,16.6666666666667,2.66666666666667,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,24,NA,1,1,8.00645161290323,2014,1,0,0,36
"12","D0108756130N0426685366C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525571158468508,-0.145643406164353,0.481981653521496,-0.0464475266787139,-0.611180513663697,0.0979699292737291,0.189963876152078,-0.0194191143867965,0.575757575757576,1,17.6363636363636,15.969696969697,3.33333333333333,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,24,NA,1,1,8.00645161290323,2014,1,0,0,33
"13","D0108756130N0426685366C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0802062071865879,0.186889232850387,0.885740485736174,0.138793367788933,0.14439518377276,-0.212259224234399,0.133547720018488,0.239167453265867,0.454545454545455,1,20.3636363636364,16.1818181818182,2.95454545454545,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,24,NA,1,1,8.00645161290323,2014,1,0,0,22
"14","D0108756130N0800070237C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660691437524418,0.252578572693564,0.931584857363928,-0.853017254673261,-0.576585089271647,-0.999763998524264,0.456635005108991,-0.374445371276311,0.6,0.96,20.84,17.72,3.12,"2008",2,"D0549469795N1948286016C",1,1,1,1,"1",2,50,NA,1,1,7.21232876712329,2014,1,0,0,25
"15","D0108756130N0800070237C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326747519503365,0.420475339332209,1.23721400154895,-1.17827730815358,-1.31579415736251,-1.0982020953105,0.373611429417787,-0.58876488981941,0.375,1,15.95,14.15,2.7,"2008",2,"D0549469795N1948286016C",1,1,1,1,"1",2,50,NA,1,1,7.21232876712329,2014,1,0,0,40
"16","D0108756130N0800070237C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211961078546161,0.0634260276326721,0.623396617474005,-0.582874283574609,-0.500325206401245,-0.398773512881999,0.137693553089417,-0.214644096345962,0.578947368421053,1,16.8421052631579,16.2631578947368,2.5,"2008",2,"D0549469795N1948286016C",1,1,1,1,"1",2,50,NA,1,1,7.21232876712329,2014,1,0,0,38
"17","D0108756130N0848833685C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367386197357779,-0.339921986023508,0.118889178508296,0.479917782824221,0.411855607644073,0.196076584656642,0.0137321056671355,0.301684788408308,0.344827586206897,1,15.6206896551724,13.6206896551724,2.13793103448276,"2008",2,"D0549469795N3305315013C",1,1,1,1,"1",2,38,NA,1,1,7.45473251028807,2014,1,0,0,29
"18","D0108756130N0848833685C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882142783513688,0.218696702669189,1.14135758814547,-0.574384075911509,-0.932578789682391,-0.763512566237305,0.550419743091438,-0.282279460921434,0.46875,1,18.0625,15.59375,2.75,"2008",2,"D0549469795N3305315013C",1,1,1,1,"1",2,38,NA,1,1,7.45473251028807,2014,1,0,0,32
"19","D0108756130N0848833685C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680180869328116,0.183274747643705,0.728884536530472,0.283512816591783,0.090903098998498,-0.534420268262072,0.431727808485911,0.14222004596467,0.565217391304348,1,17.5652173913043,16.9565217391304,3.17391304347826,"2008",2,"D0549469795N3305315013C",1,1,1,1,"1",2,38,NA,1,1,7.45473251028807,2014,1,0,0,23
"20","D0108756130N0879904576C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46344899433246,0.00717702837416043,-0.245365192424946,0.361236808562166,0.585169962312683,-0.343510019949377,-0.22813598297915,0.0893828896251317,0.481481481481481,1,13.2962962962963,13.2222222222222,1.7037037037037,"2008",2,"D0549469795N4307910333C",1,1,1,2,"0",1,70,20,1,1,7.49235993208829,2014,1,0,0,27
"21","D0108756130N0879904576C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.551951003882072,-0.00395558606242002,-0.0089193726963501,0.124643021683766,0.0659401261038422,-0.130793213100965,-0.277953294972246,0.0127176404975732,0.470588235294118,0.970588235294118,11.3823529411765,11.8529411764706,1.55882352941176,"2008",2,"D0549469795N4307910333C",1,1,1,2,"0",1,70,20,1,1,7.49235993208829,2014,1,0,0,34
"22","D0108756130N0879904576C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0967978119126368,0.163033630486286,0.0549849029059731,0.449125096164331,0.415421746629024,0.260243640339519,0.0331179092868248,0.294943846509712,0.483870967741935,1,12.258064516129,12.7096774193548,1.70967741935484,"2008",2,"D0549469795N4307910333C",1,1,1,2,"0",1,70,20,1,1,7.49235993208829,2014,1,0,0,31
"23","D0108756130N0967596170C",5,1,0,0.142857142857143,0,0,1,0,0,0,0,0,0,0,0.448663553066607,0.584482605585403,0.59817124552572,-0.643518624025327,-1.03243068126101,0.0127421398484191,0.516573079326005,-0.266258979978051,0.571428571428571,1,15.1428571428571,17.8571428571429,1.71428571428571,"2008",1,"D0549469795N7851492731C",1,1,1,1,"0",1,14,NA,1,1,1.41666666666667,2014,1,0,0,7
"24","D0108756130N0996108090C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578707322200731,0.292914132246392,0.811185497533464,0.0126194483511898,-1.24045545538315,0.0721174998147184,0.435810727223561,-0.0861332524209436,0.526315789473684,0.973684210526316,14.9736842105263,13.7894736842105,1.92105263157895,"2008",2,"D0549469795N0549621446C",1,1,1,1,"1",2,60,0,1,1,3.85538116591928,2014,1,0,0,38
"25","D0108756130N0996108090C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210249976320712,0.131226160667485,0.203468366805489,0.370454748310675,0.14439518377276,0.395244458789211,0.170738068494099,0.278390689419534,0.527777777777778,1,15.0833333333333,14.4166666666667,1.72222222222222,"2008",2,"D0549469795N0549621446C",1,1,1,1,"1",2,60,0,1,1,3.85538116591928,2014,1,0,0,36
"26","D0108756130N0996108090C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.231658016940618,-0.00859417541099518,-0.679914266520743,0.595142029680585,0.340532827945056,0.487745019578814,-0.120126096175806,0.185876402670928,0.538461538461538,1,14.5128205128205,13.1282051282051,1.71794871794872,"2008",2,"D0549469795N0549621446C",1,1,1,1,"1",2,60,0,1,1,3.85538116591928,2014,1,0,0,39
"27","D0108756130N1230888274C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505858729306152,0.408878865960771,0.784558716032496,-1.01799742630851,-1.09483811349765,-1.28414072257338,0.457368797633462,-0.653104386586763,0.416666666666667,1,18.6388888888889,17.3055555555556,2.83333333333333,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,43,NA,1,1,8.27408637873754,2014,1,0,0,36
"28","D0108756130N1230888274C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737649706697994,0.75677306710391,0.99757296804024,-1.4436870049723,-1.40687527468085,-1.31476590824021,0.747211386900952,-0.79193880496328,0.538461538461538,1,19.7435897435897,19.3846153846154,2.38461538461538,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,43,NA,1,1,8.27408637873754,2014,1,0,0,39
"29","D0108756130N1230888274C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923578298188776,0.794973214680411,1.24661168913753,-0.792632355251209,-1.40687527468085,-1.46300210104771,0.859275756434594,-0.603974510460562,0.5,1,22.2058823529412,20.6764705882353,2.88235294117647,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,43,NA,1,1,8.27408637873754,2014,1,0,0,34
"30","D0108756130N1471779586C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.380782282115789,-0.181649239569377,-0.0285822267278342,0.238390034606074,0.0620996687354336,0.00824211256676268,-0.281215760842583,0.070037397295109,1,0.933333333333333,11.6,11.6333333333333,2.86666666666667,"2008",2,"D0549469795N6943041451C",1,1,1,2,"0",1,70,20,1,1,4.66498316498317,2014,1,0,0,30
"31","D0108756130N1471779586C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.265082421204018,0.251326779466062,0.43290156724385,-0.301819133347834,-0.604494003066914,0.195070831432772,-0.00687782086897784,-0.0695851844345317,0,0.945945945945946,11.4054054054054,11.3783783783784,2.78378378378378,"2008",2,"D0549469795N6943041451C",1,1,1,2,"0",1,70,20,1,1,4.66498316498317,2014,1,0,0,37
"32","D0108756130N1483589407C",5,1,0,0,0.0476190476190476,0.0476190476190476,0,0.2,0,0,0,0,0,0,-0.716311878759923,-0.409500826252136,-0.269101066220094,0.151528679283584,0.14439518377276,0.0502423671955555,-0.56290635250603,0.0192662910079514,0,0.739130434782609,10.7391304347826,11.695652173913,4,"2008",1,"D0549469795N6869354230C",1,1,1,2,"0",1,14,NA,1,1,5.41379310344828,2014,1,0,0,23
"33","D0108756130N1483589407C",5,2,0,0,0,0,0,0.0454545454545455,0.2,0,0.2,0,0,0,-0.922450099760573,-0.691273520842603,-0.2353627840698,-0.518274877442323,0.00950210042896812,-0.178019886221797,-0.806861810301588,-0.230538861826238,0,0.538461538461538,15,13.1538461538462,3.68,"2008",1,"D0549469795N6869354230C",1,1,1,2,"0",1,14,NA,1,1,5.41379310344828,2014,1,0,0,26
"34","D0108756130N1527025965C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0710111932074074,-0.231826287811176,-0.360392888509127,0.274886402388632,0.397266857251092,0.644731265433983,-0.0804075473018842,0.239122909141145,0.470588235294118,1,17.6764705882353,16.5,1.91176470588235,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,24,NA,1,1,6.53083109919571,2014,1,0,0,34
"35","D0108756130N1527025965C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310398626113658,0.0535030690941242,0.845542634954068,0.0766329188269475,-0.333467440210651,0.0502423671955555,0.181950847603891,0.15973762019148,0.53125,1,18.34375,18.03125,2.65625,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,24,NA,1,1,6.53083109919571,2014,1,0,0,32
"36","D0108756130N1631399065C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269853370507186,-0.0516667907906219,-0.269101066220094,0.278275350825584,0.465347692418335,0.14211792419604,0.109093289858282,0.154159975304966,0.448275862068966,0.896551724137931,10.0344827586207,12.1034482758621,1.51724137931034,"2008",2,"D0549469795N4307910333C",1,1,1,1,"0",1,47,NA,1,1,8.39666666666667,2014,1,0,0,29
"37","D0108756130N1631399065C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551329686593547,0.502871334339794,0.446819013836007,0.0114402528424258,-0.086465392621425,-0.668183040928532,0.527100510466671,-0.074097291717881,0.44,0.88,11.6,12.84,1.36,"2008",2,"D0549469795N4307910333C",1,1,1,1,"0",1,47,NA,1,1,8.39666666666667,2014,1,0,0,25
"38","D0108756130N1695474448C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0860415045195294,0.332163734426643,0.303228435053459,-0.351026305082249,-0.168327773369082,-0.242547869399394,0.209102619473086,-0.114668378199317,0.518518518518518,0.740740740740741,12.8888888888889,13.5925925925926,0.703703703703704,"2008",2,"D0549469795N4468175058C",1,1,1,1,"0",1,27,0,1,1,6.55531453362256,2014,1,0,0,27
"39","D0108756130N1695474448C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535359399156023,0.574940364639763,0.444800984080144,-0.284018973833471,-0.223630359474165,-0.306759797149183,0.555149881897893,-0.092402036594169,0.518518518518518,0.851851851851852,11.4814814814815,12.3333333333333,1.22222222222222,"2008",2,"D0549469795N4468175058C",1,1,1,1,"0",1,27,0,1,1,6.55531453362256,2014,1,0,0,26
"40","D0108756130N1695474448C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0802062071865879,0.274359774852091,0.329773287995963,-0.348544552073035,-0.343452629368513,-0.527261133950345,0.177282991019339,-0.222371256848983,0.678571428571429,0.714285714285714,5.71428571428571,6.60714285714286,1.10714285714286,"2008",2,"D0549469795N4468175058C",1,1,1,1,"0",1,27,0,1,1,6.55531453362256,2014,1,0,0,27
"41","D0108756130N1698554463C",5,1,0,0,0,0.15,0.888888888888889,0.0555555555555556,0.210526315789474,0,0.105263157894737,0,0.263157894736842,0,0.687077129812501,0.608338207949504,0.40645841871875,-0.0904422391147801,0.090903098998498,-0.0153830306619333,0.647707668881003,0.0978840619851337,0.32,0.72,10.76,12.72,1.12,"2008",2,"D0549469795N3298556151C",1,1,1,1,"0",1,45,NA,1,1,8.32386363636364,2014,1,0,0,25
"42","D0108756130N1844587091C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0633486815580903,-0.356488376554134,0.172142741510232,-0.532561941867347,-0.477697950268663,-0.00809131978887895,-0.146569847498022,-0.211552117603664,0.535714285714286,1,18.6071428571429,21.5714285714286,3.67857142857143,"2008",2,"D0549469795N3158130191C",1,1,1,1,"1",2,27,NA,1,1,8.28187919463087,2014,1,0,0,28
"43","D0108756130N1844587091C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261100424507774,0.428503667050897,0.0820213271992636,-0.22693865462155,-0.542772366788919,-0.363702450059374,0.344802045779335,-0.262848036067645,0.517241379310345,1,19.6896551724138,23.1034482758621,3.93103448275862,"2008",2,"D0549469795N3158130191C",1,1,1,1,"1",2,27,NA,1,1,8.28187919463087,2014,1,0,0,29
"44","D0108756130N1994650223C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.127407529501225,0.195259619644809,0.345917526042865,-0.370619091997097,-0.322956714781322,0.119321733361333,0.0339260450717921,-0.0570841368435551,0.56,1,8.76,6.92,1.8,"2008",2,"D0549469795N7905607848C",1,1,1,1,"0",1,70,NA,1,1,5.42690058479532,NA,0,0,0,25
"45","D0108756130N2236197053C",5,1,0,0,0.0606060606060606,0.484848484848485,0.826086956521739,0.0434782608695652,0.64,0,0.6,0,0.52,0,0.445276996578739,0.335083126324348,0.569123847524664,-0.110606482314644,-0.306235106143754,0.145697491351903,0.390180061451543,0.0744949376045423,0.542857142857143,1,15.9428571428571,15.6,2.71428571428571,"2008",2,"D0549469795N6523072589C",1,1,1,1,"1",2,29,0,1,1,7.17300380228137,2014,1,0,0,35
"46","D0108756130N2236197053C",5,2,0.0285714285714286,0.0571428571428571,0.114285714285714,0.285714285714286,0.75,0.178571428571429,0.5625,0,0.129032258064516,0,0.258064516129032,0,0.231923937843066,-0.0890873435186233,-0.10665532361755,0.301320200196857,-0.0053826535951745,-0.0547582693764265,0.0714182971622215,0.0336309884019265,0.416666666666667,1,16.6111111111111,17.1111111111111,3.58333333333333,"2008",2,"D0549469795N6523072589C",1,1,1,1,"1",2,29,0,1,1,7.17300380228137,2014,1,0,0,36
"47","D0108756130N2280123110C",5,1,0.027027027027027,0,0,0.0540540540540541,0.4375,0.4375,0.35,0,0.25,0,0.15,0,0.457450294224318,0.129936668647804,0.572264106768021,0.175507779305044,-0.506184225643945,0.0283672345763926,0.293693481436061,0.067488723751378,0.743589743589744,1,16.5384615384615,14.025641025641,2.69230769230769,"2008",2,"D0549469795N0549621446C",1,1,1,1,"1",2,124,0,1,1,6.83055555555556,2014,1,0,0,39
"48","D0108756130N2474222029C",5,1,0.04,0.04,0,0.64,0.142857142857143,0.142857142857143,0.4,0,0.375,0,0.571428571428571,0,0.383641668499545,-0.293403561413511,0.291430722634569,0.42576238680173,-0.67296387157797,0.386244404225898,0.0451190535430167,0.107618410521057,0.666666666666667,1,17.5185185185185,17.1481481481481,2.07407407407407,"2008",2,"D0549469795N0549621446C",1,1,1,1,"1",2,50,NA,1,1,8.33093525179856,2014,1,0,0,27
"49","D0108756130N2561234274C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757100697807799,0.845976708422663,0.819378353379915,-0.849962066309645,-0.773199808893435,-0.757454837204306,0.801538703115231,-0.390309589756868,0.576923076923077,0.884615384615385,10.7307692307692,12.6153846153846,1.65384615384615,"2008",2,"D0549469795N4307910333C",1,1,1,1,"0",1,70,NA,1,1,6.81305637982196,2014,1,0,0,26
"50","D0108756130N2561234274C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.792619898964834,0.724504619461647,0.931584857363928,-0.798820869788252,-0.576585089271647,-0.928172655407004,0.758562259213241,-0.342998439275744,0.521739130434783,0.956521739130435,11.7391304347826,11.7391304347826,1.56521739130435,"2008",2,"D0549469795N4307910333C",1,1,1,1,"0",1,70,NA,1,1,6.81305637982196,2014,1,0,0,23
"51","D0108756130N2579742698C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875574916385702,0.77532742449821,0.762496525645979,-0.551339226540236,-0.635959935287069,-0.279759633459245,0.825451170441956,-0.176140567410143,0.404761904761905,1,16.7380952380952,13.9047619047619,1.85714285714286,"2008",2,"D0549469795N3305315013C",1,1,1,1,"1",2,21,0,1,1,5.1112737920937,2014,1,0,0,42
"52","D0108756130N2579742698C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611218264484262,0.483096295537974,0.382494315367879,0.0507074632842656,-0.579155647121211,0.02399220805256,0.547157280011118,-0.0304904151041266,0.523809523809524,1,16.6666666666667,15.047619047619,2.16666666666667,"2008",2,"D0549469795N3305315013C",1,1,1,1,"1",2,21,0,1,1,5.1112737920937,2014,1,0,0,41
"53","D0108756130N2619873527C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431552530812117,0.107370558303384,1.153129428388,0.181244406104436,-0.344262239300232,-0.274430653783599,0.269461544557751,0.178920235352151,0.578947368421053,1,19.2894736842105,19.9473684210526,1.92105263157895,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,61,NA,1,1,7.67471819645733,2014,1,0,0,38
"54","D0108756130N2619873527C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137100356182767,0.159554688474855,0.448395599582775,0.133315814457901,-0.138595200194306,0.402978880679558,0.148327522328811,0.211523773631482,0.454545454545455,1,18.8484848484848,21.030303030303,1.78787878787879,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,61,NA,1,1,7.67471819645733,2014,1,0,0,33
"55","D0108756130N2619873527C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151843226195257,-0.25046347715813,-0.141292515015448,0.99266568133504,0.508141360237745,0.732746504913439,-0.117639577269302,0.523065257867694,0.514285714285714,1,18.9142857142857,21.0857142857143,2.22857142857143,"2008",2,"D0549469795N7121245369C",1,1,1,1,"1",2,61,NA,1,1,7.67471819645733,2014,1,0,0,35
"56","D0108756130N2653852078C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.689219426856981,-0.697756021485022,0.207645116844856,0.393499597681948,-0.123065240098552,0.322119015462295,-0.693487724171001,0.200049622472637,0.366666666666667,0.966666666666667,20.0666666666667,16.1333333333333,2.1,"2008",2,"D0549469795N7264598873C",1,1,1,1,"1",2,41,NA,1,1,6.44280442804428,2014,1,0,0,30
"57","D0108756130N2653852078C",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0372526810635889,-0.393597091342735,0.258035585061742,-0.152886347088552,-0.50096093576189,0.0417745739236214,-0.215424886203162,-0.0885092809662696,0.548387096774194,1,16.5806451612903,13.6774193548387,2.51612903225806,"2008",2,"D0549469795N7264598873C",1,1,1,1,"1",2,41,NA,1,1,6.44280442804428,2014,1,0,0,31
"58","D0108756130N2653852078C",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540978574365522,-0.0472490866491217,0.385156993517976,0.214261880349827,0.160244690372542,-0.121393288739415,0.2468647438582,0.159567568875232,0.413793103448276,0.96551724137931,17.9655172413793,15.8620689655172,2.93103448275862,"2008",2,"D0549469795N7264598873C",1,1,1,1,"1",2,41,NA,1,1,6.44280442804428,2014,1,0,0,29
"59","D0108756130N2781140445C",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737649706697994,0.664001280132406,-0.0408715104975117,0.662356173680131,-0.657986087841177,-0.606011611379332,0.7008254934152,-0.160628259009473,0.588235294117647,1,14.4117647058824,15,1.94117647058824,"2008",2,"D0549469795N5346470285C",1,1,1,1,"1",2,50,0,1,1,7.16352201257862,2014,1,0,0,17
